Network_ID,Network_Identifier,class,genus,species,interaction_type,definition_of_interaction,edge_wt_type,geographical_location,population_type,data_record_technique,time_span,resolution,time_span_per_day,attributes_available,is_connected,num_components,nodes,edges,network.density,highest.degree,avg.degree,std.degree.node,CV.degree,skewness,avg.node.strength,std.node.strength,CV.node.strength,avg.edge.strength,std.edge.strength,CV.edge.strength,highest.node.strength,deg.assort,avg.betw.centrality,std.betw.centrality,highest.betw,avg.betw.centrality.weighted,std.betw.centrality.weighted,highest.betw.weighted,clustering,clustering.weighted,transitivity,Q,Qmax,Qrel,cohesion,num.modules,avg.modsize,diameter,Citation
Network_882.graphml,arabianbabbler_food_sharing_weighted,Aves,Argya,squamiceps,non_physical_social_interaction,"scrounging- direct theft, joining food patches discovered by others, taking over food patches discovered by others",frequency,"Sheizaf Nature Reserve, Central Arava, Israel",free-ranging,focal_sampling,3 years,NA,3-4 hours,"Age, age_class, breeding_status",TRUE,1,6,14,0.933,5,4.667,0.471,0.101,-1.28,0.333,0.188,0.565,0.071,0.073,1.028,0.706,-0.4,0.017,0.012,0.025,0.122,0.125,0.3,0.933,0.194,0.923,0,0,NA,0.999928577,1,6,2,"Dragi?, N., Keynan, O., & Ilany, A. (2021). Multilayer social networks reveal the social complexity of a cooperatively breeding bird. iScience, 24(11), 103336. https://doi.org/10.1016/j.isci.2021.103336"
Network_883.graphml,arabianbabbler_grooming_weighted,Aves,Argya,squamiceps,dominance,"brief aggressive and ritualised chases, usually towards a lower ranked individual. ",frequency,"Sheizaf Nature Reserve, Central Arava, Israel",free-ranging,focal_sampling,3 years,NA,3-4 hours,"Age, age_class, breeding_status",TRUE,1,6,8,0.533,4,2.667,0.943,0.354,-0.876,0.333,0.22,0.661,0.125,0.095,0.76,0.667,0.2,0.167,0.243,0.6,0.267,0.275,0.6,0.583,0.217,0.75,0.18,0.305,0.59,0.874890639,2,3,3,"Dragi?, N., Keynan, O., & Ilany, A. (2021). Multilayer social networks reveal the social complexity of a cooperatively breeding bird. iScience, 24(11), 103336. https://doi.org/10.1016/j.isci.2021.103336"
Network_884.graphml,arabianbabbler_physical_contact_weighted,Aves,Argya,squamiceps,grooming,Allopreening- an individual cleaning and grooming other members of the group,frequency,"Sheizaf Nature Reserve, Central Arava, Israel",free-ranging,focal_sampling,3 years,NA,3-4 hours,"Age, age_class, breeding_status",TRUE,1,6,9,0.6,5,3,1,0.333,1.8,0.333,0.131,0.393,0.111,0.038,0.342,0.615,-0.455,0.1,0.158,0.45,0.128,0.111,0.266666667,0.733,0.524,0.571,0.068,0.401,0.17,0.666666667,2,3,2,"Dragi?, N., Keynan, O., & Ilany, A. (2021). Multilayer social networks reveal the social complexity of a cooperatively breeding bird. iScience, 24(11), 103336. https://doi.org/10.1016/j.isci.2021.103336"
Network_885.graphml,arabianbabbler_association_weighted,Aves,Argya,squamiceps,spatial_proximity/ foraging,non-contact interaction. Individuals that are foraging within 1m distance for more than 10 seconds of each other,frequency,"Sheizaf Nature Reserve, Central Arava, Israel",free-ranging,focal_sampling,3 years,NA,3-4 hours,"Age, age_class, breeding_status",TRUE,1,6,15,1,5,5,0,0,NA,0.333,0.071,0.213,0.067,0.024,0.358,0.41,,0,0,0,0.017,0.037,0.1,1,0.5,1,0,0,NA,1,1,6,1,"Dragi?, N., Keynan, O., & Ilany, A. (2021). Multilayer social networks reveal the social complexity of a cooperatively breeding bird. iScience, 24(11), 103336. https://doi.org/10.1016/j.isci.2021.103336"
Network_886.graphml,arabianbabbler_dominance_weighted,Aves,Argya,squamiceps,physical_contact/ play,"play-fights, tug-of-war and displacements. Several play signals like crouching, rolling over, elevation of sticks, play bow, eye contact, freezing",frequency,"Sheizaf Nature Reserve, Central Arava, Israel",free-ranging,focal_sampling,3 years,NA,3-4 hours,"Age, age_class, breeding_status",FALSE,3,6,6,0.4,3,2,1.414,0.707,-1.273,0.333,0.254,0.763,0.167,0.073,0.437,0.609,,0,0,0,0.033,0.075,0.2,0.667,0.398,1,0,0,NA,1,1,4,1,"Dragi?, N., Keynan, O., & Ilany, A. (2021). Multilayer social networks reveal the social complexity of a cooperatively breeding bird. iScience, 24(11), 103336. https://doi.org/10.1016/j.isci.2021.103336"
Network_887.graphml,arabianbabbler_food_sharing_weighted,Aves,Argya,squamiceps,non_physical_social_interaction,"scrounging- direct theft, joining food patches discovered by others, taking over food patches discovered by others",frequency,"Sheizaf Nature Reserve, Central Arava, Israel",free-ranging,focal_sampling,3 years,NA,3-4 hours,"Age, age_class, breeding_status",TRUE,1,6,13,0.867,5,4.333,0.745,0.172,-1.126,0.333,0.056,0.168,0.077,0.035,0.455,0.389,-0.444,0.033,0.033,0.066666667,0.082,0.08,0.233333333,0.9,0.392,0.867,0,0,NA,1.000076929,1,6,2,"Dragi?, N., Keynan, O., & Ilany, A. (2021). Multilayer social networks reveal the social complexity of a cooperatively breeding bird. iScience, 24(11), 103336. https://doi.org/10.1016/j.isci.2021.103336"
Network_888.graphml,arabianbabbler_grooming_weighted,Aves,Argya,squamiceps,dominance,"brief aggressive and ritualised chases, usually towards a lower ranked individual. ",frequency,"Sheizaf Nature Reserve, Central Arava, Israel",free-ranging,focal_sampling,3 years,NA,3-4 hours,"Age, age_class, breeding_status",TRUE,1,10,19,0.422,6,3.8,1.4,0.368,-0.413,0.2,0.127,0.635,0.053,0.068,1.283,0.481,-0.281,0.083,0.084,0.287037037,0.138,0.108,0.361111111,0.357,0.038,0.381,0.139,0.665,0.209,0.473684211,3,3.333333333,3,"Dragi?, N., Keynan, O., & Ilany, A. (2021). Multilayer social networks reveal the social complexity of a cooperatively breeding bird. iScience, 24(11), 103336. https://doi.org/10.1016/j.isci.2021.103336"
Network_889.graphml,arabianbabbler_foraging_weighted,Aves,Argya,squamiceps,food_sharing,Allofeeding- act of an individual feeding another individual within the group. Can be an act of parental care or a dominance display,frequency,"Sheizaf Nature Reserve, Central Arava, Israel",free-ranging,focal_sampling,3 years,NA,3-4 hours,"Age, age_class, breeding_status",FALSE,2,10,14,0.311,5,2.8,1.536,0.549,-0.451,0.2,0.121,0.605,0.071,0.043,0.606,0.44,0.012,0.083,0.082,0.231481481,0.114,0.154,0.472222222,0.223,0.079,0.405,0.13,0.487,0.267,0.642857143,3,3,4,"Dragi?, N., Keynan, O., & Ilany, A. (2021). Multilayer social networks reveal the social complexity of a cooperatively breeding bird. iScience, 24(11), 103336. https://doi.org/10.1016/j.isci.2021.103336"
Network_890.graphml,arabianbabbler_physical_contact_weighted,Aves,Argya,squamiceps,grooming,Allopreening- an individual cleaning and grooming other members of the group,frequency,"Sheizaf Nature Reserve, Central Arava, Israel",free-ranging,focal_sampling,3 years,NA,3-4 hours,"Age, age_class, breeding_status",TRUE,1,10,45,1,9,9,0,0,NA,0.2,0.028,0.14,0.022,0.005,0.227,0.246,,0,0,0,0.011,0.033,0.111111111,1,0.672,1,0,0,NA,1,1,10,1,"Dragi?, N., Keynan, O., & Ilany, A. (2021). Multilayer social networks reveal the social complexity of a cooperatively breeding bird. iScience, 24(11), 103336. https://doi.org/10.1016/j.isci.2021.103336"
Network_891.graphml,barbarymacaque_grooming_weighted,Mammalia,Macaca,sylvanus,Dominance,"Aggressive behaviour ie. Bite, charge, chase, displace, grab, lunge, slap",frequency,"Middle Atlas Mountains, Morocco",free-ranging,Focal_sampling,1 year,NA,20 minutes,"Sex (FS- female survivor, FN- female non survivor, MS- male survivor, MN- male non survivor)",TRUE,1,6,15,1,5,5,0,0,NA,0.333,0.098,0.294,0.067,0.04,0.597,0.508,,0,0,0,0.1,0.115,0.3,1,0.358,1,0,0,NA,1,1,6,1,"Fedurek, P., McFarland, R., Majolo, B., & Lehmann, J. (2022). Social responses to the natural loss of individuals in Barbary macaques. Mammalian Biology, 102(4), 1249–1266. https://doi.org/10.1007/s42991-022-00283-x"
Network_892.graphml,barbarymacaque_grooming_weighted,Mammalia,Macaca,sylvanus,Dominance,"Aggressive behaviour ie. Bite, charge, chase, displace, grab, lunge, slap",frequency,"Middle Atlas Mountains, Morocco",free-ranging,Focal_sampling,1 year,NA,20 minutes,"Sex (FS- female survivor, FN- female non survivor, MS- male survivor, MN- male non survivor)",TRUE,1,18,82,0.536,14,9.111,3.298,0.362,0.127,0.111,0.053,0.477,0.012,0.007,0.583,0.201,-0.249,0.029,0.031,0.088139006,0.054,0.078,0.301470588,0.696,0.204,0.621,0.106,0.642,0.165,0.463420286,3,6,2,"Fedurek, P., McFarland, R., Majolo, B., & Lehmann, J. (2022). Social responses to the natural loss of individuals in Barbary macaques. Mammalian Biology, 102(4), 1249–1266. https://doi.org/10.1007/s42991-022-00283-x"
Network_893.graphml,barbarymacaque_grooming_weighted,Mammalia,Macaca,sylvanus,Dominance,"Aggressive behaviour ie. Bite, charge, chase, displace, grab, lunge, slap",frequency,"Middle Atlas Mountains, Morocco",free-ranging,Focal_sampling,1 year,NA,20 minutes,"Sex (FS- female survivor, FN- female non survivor, MS- male survivor, MN- male non survivor)",TRUE,1,6,11,0.733,5,3.667,1.106,0.302,-0.1,0.333,0.143,0.429,0.091,0.052,0.571,0.484,-0.583,0.067,0.083,0.183333333,0.15,0.161,0.4,0.839,0.357,0.727,0,0,NA,0.999909099,1,6,2,"Fedurek, P., McFarland, R., Majolo, B., & Lehmann, J. (2022). Social responses to the natural loss of individuals in Barbary macaques. Mammalian Biology, 102(4), 1249–1266. https://doi.org/10.1007/s42991-022-00283-x"
Network_894.graphml,barbarymacaque_grooming_weighted,Mammalia,Macaca,sylvanus,Dominance,"Aggressive behaviour ie. Bite, charge, chase, displace, grab, lunge, slap",frequency,"Middle Atlas Mountains, Morocco",free-ranging,Focal_sampling,1 year,NA,20 minutes,"Sex (FS- female survivor, FN- female non survivor, MS- male survivor, MN- male non survivor)",TRUE,1,6,15,1,5,5,0,0,NA,0.333,0.105,0.315,0.067,0.047,0.701,0.474,,0,0,0,0.167,0.262,0.7,1,0.361,1,0,0,NA,1,1,6,1,"Fedurek, P., McFarland, R., Majolo, B., & Lehmann, J. (2022). Social responses to the natural loss of individuals in Barbary macaques. Mammalian Biology, 102(4), 1249–1266. https://doi.org/10.1007/s42991-022-00283-x"
Network_895.graphml,barbarymacaque_grooming_weighted,Mammalia,Macaca,sylvanus,Dominance,"Aggressive behaviour ie. Bite, charge, chase, displace, grab, lunge, slap",frequency,"Middle Atlas Mountains, Morocco",free-ranging,Focal_sampling,1 year,NA,20 minutes,"Sex (FS- female survivor, FN- female non survivor, MS- male survivor, MN- male non survivor)",TRUE,1,29,135,0.333,20,9.31,4.907,0.527,0.191,0.069,0.043,0.623,0.007,0.004,0.571,0.201,-0.23,0.028,0.037,0.149161017,0.034,0.042,0.182539683,0.55,0.157,0.461,0.14,0.718,0.195,0.422237861,4,7.25,4,"Fedurek, P., McFarland, R., Majolo, B., & Lehmann, J. (2022). Social responses to the natural loss of individuals in Barbary macaques. Mammalian Biology, 102(4), 1249–1266. https://doi.org/10.1007/s42991-022-00283-x"
Network_896.graphml,barbarymacaque_grooming_weighted,Mammalia,Macaca,sylvanus,Dominance,"Aggressive behaviour ie. Bite, charge, chase, displace, grab, lunge, slap",frequency,"Middle Atlas Mountains, Morocco",free-ranging,Focal_sampling,1 year,NA,20 minutes,"Sex (FS- female survivor, FN- female non survivor, MS- male survivor, MN- male non survivor)",TRUE,1,6,10,0.667,5,3.333,0.943,0.283,0.876,0.333,0.117,0.351,0.1,0.074,0.74,0.488,-0.489,0.083,0.092,0.266666667,0.167,0.205,0.5,0.667,0.201,0.577,0.02,0.42,0.048,0.600060006,2,3,2,"Fedurek, P., McFarland, R., Majolo, B., & Lehmann, J. (2022). Social responses to the natural loss of individuals in Barbary macaques. Mammalian Biology, 102(4), 1249–1266. https://doi.org/10.1007/s42991-022-00283-x"
Network_897.graphml,barbarymacaque_grooming_weighted,Mammalia,Macaca,sylvanus,Grooming,grooming behaviour (physical contact),frequency,"Middle Atlas Mountains, Morocco",free-ranging,Focal_sampling,1 year,NA,20 minutes,"Sex (FS- female survivor, FN- female non survivor, MS- male survivor, MN- male non survivor)",TRUE,1,6,12,0.8,5,4,0.577,0.144,0,0.333,0.21,0.631,0.083,0.087,1.048,0.639,-0.277,0.05,0.026,0.091666667,0.267,0.298,0.8,0.728,0.173,0.73,0,0.5,0,0.5,2,3,2,"Fedurek, P., McFarland, R., Majolo, B., & Lehmann, J. (2022). Social responses to the natural loss of individuals in Barbary macaques. Mammalian Biology, 102(4), 1249–1266. https://doi.org/10.1007/s42991-022-00283-x"
Network_898.graphml,barbarymacaque_grooming_weighted,Mammalia,Macaca,sylvanus,Grooming,grooming behaviour (physical contact),frequency,"Middle Atlas Mountains, Morocco",free-ranging,Focal_sampling,1 year,NA,20 minutes,"Sex (FS- female survivor, FN- female non survivor, MS- male survivor, MN- male non survivor)",TRUE,1,18,76,0.497,14,8.444,2.753,0.326,0.567,0.111,0.055,0.495,0.013,0.015,1.154,0.276,-0.281,0.032,0.03,0.110332049,0.122,0.141,0.441176471,0.554,0.063,0.525,0.113,0.705,0.16,0.407916206,4,4.5,3,"Fedurek, P., McFarland, R., Majolo, B., & Lehmann, J. (2022). Social responses to the natural loss of individuals in Barbary macaques. Mammalian Biology, 102(4), 1249–1266. https://doi.org/10.1007/s42991-022-00283-x"
Network_899.graphml,barbarymacaque_grooming_weighted,Mammalia,Macaca,sylvanus,Grooming,grooming behaviour (physical contact),frequency,"Middle Atlas Mountains, Morocco",free-ranging,Focal_sampling,1 year,NA,20 minutes,"Sex (FS- female survivor, FN- female non survivor, MS- male survivor, MN- male non survivor)",TRUE,1,6,11,0.733,5,3.667,1.106,0.302,-0.1,0.333,0.136,0.408,0.091,0.06,0.659,0.574,-0.583,0.067,0.083,0.183333333,0.217,0.339,0.9,0.839,0.329,0.727,0,0,NA,0.999909099,1,6,2,"Fedurek, P., McFarland, R., Majolo, B., & Lehmann, J. (2022). Social responses to the natural loss of individuals in Barbary macaques. Mammalian Biology, 102(4), 1249–1266. https://doi.org/10.1007/s42991-022-00283-x"
Network_900.graphml,barbarymacaque_grooming_weighted,Mammalia,Macaca,sylvanus,Grooming,grooming behaviour (physical contact),frequency,"Middle Atlas Mountains, Morocco",free-ranging,Focal_sampling,1 year,NA,20 minutes,"Sex (FS- female survivor, FN- female non survivor, MS- male survivor, MN- male non survivor)",TRUE,1,6,10,0.667,4,3.333,0.745,0.224,-1.126,0.333,0.243,0.73,0.1,0.173,1.73,0.697,-0.111,0.083,0.062,0.2,0.167,0.137,0.4,0.528,0.032,0.6,0.075,0.375,0.2,0.700070007,2,3,2,"Fedurek, P., McFarland, R., Majolo, B., & Lehmann, J. (2022). Social responses to the natural loss of individuals in Barbary macaques. Mammalian Biology, 102(4), 1249–1266. https://doi.org/10.1007/s42991-022-00283-x"
Network_901.graphml,barbarymacaque_grooming_weighted,Mammalia,Macaca,sylvanus,Grooming,grooming behaviour (physical contact),frequency,"German Primate Center (GÃ¶ttingen), Germany",captive,Focal_sampling,18 months,NA,2 minutes,"Infant carrying time, Sex (look at paper figure 1 for this)",TRUE,1,29,135,0.333,16,9.31,3.992,0.429,-0.508,0.069,0.041,0.594,0.007,0.009,1.286,0.198,-0.073,0.029,0.027,0.102436187,0.087,0.119,0.465608466,0.383,0.03,0.412,0.153,0.738,0.207,0.414830179,5,5.8,4,"Fedurek, P., McFarland, R., Majolo, B., & Lehmann, J. (2022). Social responses to the natural loss of individuals in Barbary macaques. Mammalian Biology, 102(4), 1249–1266. https://doi.org/10.1007/s42991-022-00283-x"
Network_902.graphml,barbarymacaque_grooming_weighted,Mammalia,Macaca,sylvanus,Grooming,grooming behaviour (physical contact),frequency,"German Primate Center (GÃ¶ttingen), Germany",captive,Focal_sampling,18 months,NA,2 minutes,"Infant carrying time, Sex (look at paper figure 1 for this)",TRUE,1,6,8,0.533,4,2.667,0.943,0.354,-0.876,0.333,0.189,0.568,0.125,0.108,0.864,0.543,-0.4,0.133,0.146,0.433333333,0.2,0.231,0.6,0.278,0.108,0.375,0.055,0.43,0.128,0.624921885,2,3,3,"Fedurek, P., McFarland, R., Majolo, B., & Lehmann, J. (2022). Social responses to the natural loss of individuals in Barbary macaques. Mammalian Biology, 102(4), 1249–1266. https://doi.org/10.1007/s42991-022-00283-x"
Network_903.graphml,tasmaniandevil_proximity_weighted,Mammalia,Sarcophilus,harrisii,spatial_proximity,proximity of 30cm or less ,frequency,"Smithton, Northwestern Tasmania, Australia",free-ranging,proximity_logger,6 months ,NA,24 hours,Sex,FALSE,3,22,33,0.143,8,3,2.195,0.732,0.832,0.091,0.096,1.055,0.03,0.055,1.833,0.36,-0.001,0.079,0.12,0.471428571,0.09,0.153,0.530952381,0.363,0.029,0.378,0.432,0.674,0.641,0.757575758,4,5,6,"Hamilton, D.G. et al. (2020) Infectious disease and sickness behaviour: Tumour progression affects interaction patterns and social network structure in wild Tasmanian devils, Proceedings of the Royal Society B: Biological Sciences, 287(1940), p. 20202454. doi:10.1098/rspb.2020.2454."
Network_904.graphml,tasmaniandevil_proximity_weighted,Mammalia,Sarcophilus,harrisii,spatial_proximity,proximity of 30cm or less ,frequency,"Smithton, Northwestern Tasmania, Australia",free-ranging,proximity_logger,6 months ,NA,24 hours,Sex,TRUE,1,22,24,0.104,5,2.182,1.113,0.51,0.949,0.091,0.103,1.132,0.042,0.07,1.667,0.38,-0.217,0.142,0.166,0.580952381,0.156,0.206,0.728571429,0.114,0.013,0.143,0.577,0.786,0.734,0.7916007,5,4.4,9,"Hamilton, D.G. et al. (2020) Infectious disease and sickness behaviour: Tumour progression affects interaction patterns and social network structure in wild Tasmanian devils, Proceedings of the Royal Society B: Biological Sciences, 287(1940), p. 20202454. doi:10.1098/rspb.2020.2454."
Network_905.graphml,tasmaniandevil_proximity_weighted,Mammalia,Sarcophilus,harrisii,spatial_proximity,proximity of 30cm or less ,frequency,"Smithton, Northwestern Tasmania, Australia",free-ranging,proximity_logger,6 months ,NA,24 hours,Sex,FALSE,5,22,40,0.173,8,3.636,2.655,0.73,0.219,0.091,0.097,1.066,0.025,0.036,1.44,0.34,-0.001,0.036,0.042,0.150555556,0.048,0.054,0.15984127,0.315,0.029,0.443,0.279,0.654,0.427,0.625062506,4,4.5,5,"Hamilton, D.G. et al. (2020) Infectious disease and sickness behaviour: Tumour progression affects interaction patterns and social network structure in wild Tasmanian devils, Proceedings of the Royal Society B: Biological Sciences, 287(1940), p. 20202454. doi:10.1098/rspb.2020.2454."
Network_906.graphml,tasmaniandevil_proximity_weighted,Mammalia,Sarcophilus,harrisii,spatial_proximity,proximity of 30cm or less ,frequency,"Smithton, Northwestern Tasmania, Australia",free-ranging,proximity_logger,6 months ,NA,24 hours,Sex,FALSE,10,22,15,0.065,3,1.364,0.932,0.683,0.265,0.091,0.145,1.593,0.067,0.128,1.91,0.472,0.222,0.001,0.002,0.00952381,0.002,0.004,0.014285714,0.258,0.004,0.6,0,0,NA,0.333244468,1,4,2,"Hamilton, D.G. et al. (2020) Infectious disease and sickness behaviour: Tumour progression affects interaction patterns and social network structure in wild Tasmanian devils, Proceedings of the Royal Society B: Biological Sciences, 287(1940), p. 20202454. doi:10.1098/rspb.2020.2454."
Network_907.graphml,tasmaniandevil_proximity_weighted,Mammalia,Sarcophilus,harrisii,spatial_proximity,proximity of 30cm or less ,frequency,"Smithton, Northwestern Tasmania, Australia",free-ranging,proximity_logger,6 months ,NA,24 hours,Sex,FALSE,3,22,34,0.147,7,3.091,1.952,0.632,0.191,0.091,0.139,1.527,0.029,0.077,2.655,0.529,-0.203,0.063,0.076,0.29047619,0.08,0.106,0.366666667,0.184,0.003,0.239,0.396,0.602,0.658,0.794094291,3,6.666666667,6,"Hamilton, D.G. et al. (2020) Infectious disease and sickness behaviour: Tumour progression affects interaction patterns and social network structure in wild Tasmanian devils, Proceedings of the Royal Society B: Biological Sciences, 287(1940), p. 20202454. doi:10.1098/rspb.2020.2454."
